Lieu	N° région, département	Série	Unité	2006	2012
ARDECHE	07	OC30522-Surface des estuaires	ha	0.0	0.0
ARDECHE	07	OC30523-Surface des mers et océans	ha	0.0	0.0
ARDECHE	07	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
ARDECHE	07	OC30Total de la surface des territoires artificialisés	ha	14740.0	15135.0
ARDECHE	07	OC30Total de la surface des territoires agricoles	ha	155310.0	154929.0
ARDECHE	07	OC30Total de la surface des forêts et milieux semi-naturels	ha	383272.0	383259.0
ARDECHE	07	OC30Total de la surface des zones humides	ha	0.0	0.0
ARDECHE	07	OC30Total de la surface en eau	ha	2708.0	2708.0
ARDECHE	07	OC30Surface totale	ha	556030.0	556030.0
ARDENNES	08	OC30111-Surface du tissu urbain continu	ha	358.0	358.0
ARDENNES	08	OC30112-Surface du tissu urbain discontinu	ha	15942.0	16085.0
ARDENNES	08	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	1836.0	1880.0
ARDENNES	08	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	124.0	124.0
ARDENNES	08	OC30123-Surface des zones portuaires	ha	43.0	43.0
ARDENNES	08	OC30124-Surface des aéroports	ha	476.0	476.0
ARDENNES	08	OC30131-Surface consacrée à l'extraction de matériaux	ha	210.0	210.0
ARDENNES	08	OC30132-Surface occupée par des décharges	ha	159.0	159.0
ARDENNES	08	OC30133-Surface des chantiers	ha	0.0	29.0
ARDENNES	08	OC30141-Surface des espaces verts urbains	ha	133.0	133.0
ARDENNES	08	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	462.0	462.0
ARDENNES	08	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	186095.0	186674.0
ARDENNES	08	OC302112-Surface des cannes à sucre	ha	0.0	0.0
ARDENNES	08	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
ARDENNES	08	OC30213-Surface des rizières	ha	0.0	0.0
ARDENNES	08	OC30221-Surface des vignobles	ha	0.0	0.0
ARDENNES	08	OC302221-Surface des vergers et petits fruits	ha	278.0	278.0
ARDENNES	08	OC302222-Surface des bananeraies	ha	0.0	0.0
ARDENNES	08	OC302223-Surface des palmeraies	ha	0.0	0.0
ARDENNES	08	OC302224-Surface des caféiers	ha	0.0	0.0
ARDENNES	08	OC30223-Surface des oliveraies	ha	0.0	0.0
ARDENNES	08	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	146627.0	145798.0
ARDENNES	08	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
ARDENNES	08	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	7973.0	8021.0
ARDENNES	08	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	10274.0	10253.0
ARDENNES	08	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
ARDENNES	08	OC303111-Surface des forêts de feuillus	ha	120541.0	123250.0
ARDENNES	08	OC303111-Surface des mangroves	ha	0.0	0.0
ARDENNES	08	OC30312-Surface des forêts de conifères	ha	19527.0	18559.0
ARDENNES	08	OC30313-Surface des forêts mélangées	ha	5334.0	5337.0
ARDENNES	08	OC30321-Surface des pelouses et pâturages naturels	ha	0.0	0.0
ARDENNES	08	OC30322-Surface des landes et broussailles	ha	658.0	658.0
ARDENNES	08	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
ARDENNES	08	OC30324-Surface des forêts et végétations arbustives en mutation	ha	5083.0	3334.0
ARDENNES	08	OC30331-Surface des plages, dunes, sables	ha	0.0	0.0
ARDENNES	08	OC30332-Surface des roches nues	ha	0.0	0.0
ARDENNES	08	OC30333-Surface de végétation clairsemée	ha	0.0	0.0
ARDENNES	08	OC30334-Surface des zones incendiées	ha	0.0	0.0
ARDENNES	08	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
ARDENNES	08	OC30411-Surface des marais intérieurs	ha	374.0	374.0
ARDENNES	08	OC30412-Surface des tourbières	ha	50.0	50.0
ARDENNES	08	OC30421-Surface des marais maritimes	ha	0.0	0.0
ARDENNES	08	OC30422-Surface des marais salants	ha	0.0	0.0
ARDENNES	08	OC30423-Surface des zones intertidales	ha	0.0	0.0
ARDENNES	08	OC305111-Surface des cours et voies d'eau	ha	1244.0	1244.0
ARDENNES	08	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
ARDENNES	08	OC30512-Surface des plans d'eau	ha	1247.0	1258.0
ARDENNES	08	OC30521-Surface des lagunes littorales	ha	0.0	0.0
ARDENNES	08	OC30522-Surface des estuaires	ha	0.0	0.0
ARDENNES	08	OC30523-Surface des mers et océans	ha	0.0	0.0
ARDENNES	08	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
ARDENNES	08	OC30Total de la surface des territoires artificialisés	ha	19742.0	19959.0
ARDENNES	08	OC30Total de la surface des territoires agricoles	ha	351247.0	351025.0
ARDENNES	08	OC30Total de la surface des forêts et milieux semi-naturels	ha	151142.0	151137.0
ARDENNES	08	OC30Total de la surface des zones humides	ha	424.0	424.0
ARDENNES	08	OC30Total de la surface en eau	ha	2490.0	2502.0
ARDENNES	08	OC30Surface totale	ha	525047.0	525047.0
ARIEGE	09	OC30111-Surface du tissu urbain continu	ha	80.0	80.0
ARIEGE	09	OC30112-Surface du tissu urbain discontinu	ha	5660.0	5771.0
ARIEGE	09	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	672.0	792.0
ARIEGE	09	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	163.0	172.0
ARIEGE	09	OC30123-Surface des zones portuaires	ha	0.0	0.0
ARIEGE	09	OC30124-Surface des aéroports	ha	100.0	100.0
ARIEGE	09	OC30131-Surface consacrée à l'extraction de matériaux	ha	846.0	896.0
ARIEGE	09	OC30132-Surface occupée par des décharges	ha	0.0	0.0
ARIEGE	09	OC30133-Surface des chantiers	ha	0.0	0.0
ARIEGE	09	OC30141-Surface des espaces verts urbains	ha	0.0	0.0
ARIEGE	09	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	67.0	67.0
ARIEGE	09	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	35350.0	35235.0
ARIEGE	09	OC302112-Surface des cannes à sucre	ha	0.0	0.0
ARIEGE	09	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
ARIEGE	09	OC30213-Surface des rizières	ha	0.0	0.0
ARIEGE	09	OC30221-Surface des vignobles	ha	0.0	0.0
ARIEGE	09	OC302221-Surface des vergers et petits fruits	ha	90.0	90.0
ARIEGE	09	OC302222-Surface des bananeraies	ha	0.0	0.0
ARIEGE	09	OC302223-Surface des palmeraies	ha	0.0	0.0
ARIEGE	09	OC302224-Surface des caféiers	ha	0.0	0.0
ARIEGE	09	OC30223-Surface des oliveraies	ha	0.0	0.0
ARIEGE	09	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	51938.0	51867.0
ARIEGE	09	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
ARIEGE	09	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	47779.0	47689.0
ARIEGE	09	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	18952.0	18945.0
ARIEGE	09	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
ARIEGE	09	OC303111-Surface des forêts de feuillus	ha	155055.0	155664.0
ARIEGE	09	OC303111-Surface des mangroves	ha	0.0	0.0
ARIEGE	09	OC30312-Surface des forêts de conifères	ha	25768.0	25760.0
ARIEGE	09	OC30313-Surface des forêts mélangées	ha	23900.0	23914.0
ARIEGE	09	OC30321-Surface des pelouses et pâturages naturels	ha	52638.0	52632.0
ARIEGE	09	OC30322-Surface des landes et broussailles	ha	8551.0	8551.0
ARIEGE	09	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
ARIEGE	09	OC30324-Surface des forêts et végétations arbustives en mutation	ha	16516.0	15902.0
ARIEGE	09	OC30331-Surface des plages, dunes, sables	ha	0.0	0.0
ARIEGE	09	OC30332-Surface des roches nues	ha	17094.0	17094.0
ARIEGE	09	OC30333-Surface de végétation clairsemée	ha	29518.0	29518.0
ARIEGE	09	OC30334-Surface des zones incendiées	ha	0.0	0.0
ARIEGE	09	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
ARIEGE	09	OC30411-Surface des marais intérieurs	ha	0.0	0.0
ARIEGE	09	OC30412-Surface des tourbières	ha	0.0	0.0
ARIEGE	09	OC30421-Surface des marais maritimes	ha	0.0	0.0
ARIEGE	09	OC30422-Surface des marais salants	ha	0.0	0.0
ARIEGE	09	OC30423-Surface des zones intertidales	ha	0.0	0.0
ARIEGE	09	OC305111-Surface des cours et voies d'eau	ha	0.0	0.0
ARIEGE	09	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
ARIEGE	09	OC30512-Surface des plans d'eau	ha	1405.0	1405.0
ARIEGE	09	OC30521-Surface des lagunes littorales	ha	0.0	0.0
ARIEGE	09	OC30522-Surface des estuaires	ha	0.0	0.0
ARIEGE	09	OC30523-Surface des mers et océans	ha	0.0	0.0
ARIEGE	09	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
ARIEGE	09	OC30Total de la surface des territoires artificialisés	ha	7588.0	7878.0
ARIEGE	09	OC30Total de la surface des territoires agricoles	ha	154111.0	153827.0
ARIEGE	09	OC30Total de la surface des forêts et milieux semi-naturels	ha	329040.0	329034.0
ARIEGE	09	OC30Total de la surface des zones humides	ha	0.0	0.0
ARIEGE	09	OC30Total de la surface en eau	ha	1405.0	1405.0
ARIEGE	09	OC30Surface totale	ha	492144.0	492144.0
AUBE	10	OC30111-Surface du tissu urbain continu	ha	228.0	228.0
AUBE	10	OC30112-Surface du tissu urbain discontinu	ha	19130.0	19501.0
AUBE	10	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	2531.0	2929.0
AUBE	10	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	270.0	270.0
AUBE	10	OC30123-Surface des zones portuaires	ha	0.0	0.0
AUBE	10	OC30124-Surface des aéroports	ha	449.0	474.0
AUBE	10	OC30131-Surface consacrée à l'extraction de matériaux	ha	776.0	970.0
AUBE	10	OC30132-Surface occupée par des décharges	ha	36.0	48.0
AUBE	10	OC30133-Surface des chantiers	ha	215.0	87.0
AUBE	10	OC30141-Surface des espaces verts urbains	ha	92.0	92.0
AUBE	10	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	597.0	623.0
AUBE	10	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	363774.0	363459.0
AUBE	10	OC302112-Surface des cannes à sucre	ha	0.0	0.0
AUBE	10	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
AUBE	10	OC30213-Surface des rizières	ha	0.0	0.0
AUBE	10	OC30221-Surface des vignobles	ha	9762.0	9769.0
AUBE	10	OC302221-Surface des vergers et petits fruits	ha	26.0	26.0
AUBE	10	OC302222-Surface des bananeraies	ha	0.0	0.0
AUBE	10	OC302223-Surface des palmeraies	ha	0.0	0.0
AUBE	10	OC302224-Surface des caféiers	ha	0.0	0.0
AUBE	10	OC30223-Surface des oliveraies	ha	0.0	0.0
AUBE	10	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	25156.0	24629.0
AUBE	10	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
AUBE	10	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	8427.0	8424.0
AUBE	10	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	10168.0	10106.0
AUBE	10	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
AUBE	10	OC303111-Surface des forêts de feuillus	ha	128187.0	128936.0
AUBE	10	OC303111-Surface des mangroves	ha	0.0	0.0
AUBE	10	OC30312-Surface des forêts de conifères	ha	12221.0	11986.0
AUBE	10	OC30313-Surface des forêts mélangées	ha	3899.0	3968.0
AUBE	10	OC30321-Surface des pelouses et pâturages naturels	ha	2574.0	2574.0
AUBE	10	OC30322-Surface des landes et broussailles	ha	436.0	436.0
AUBE	10	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
AUBE	10	OC30324-Surface des forêts et végétations arbustives en mutation	ha	6707.0	6057.0
AUBE	10	OC30331-Surface des plages, dunes, sables	ha	0.0	0.0
AUBE	10	OC30332-Surface des roches nues	ha	0.0	0.0
AUBE	10	OC30333-Surface de végétation clairsemée	ha	26.0	26.0
AUBE	10	OC30334-Surface des zones incendiées	ha	0.0	0.0
AUBE	10	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
AUBE	10	OC30411-Surface des marais intérieurs	ha	237.0	237.0
AUBE	10	OC30412-Surface des tourbières	ha	0.0	0.0
AUBE	10	OC30421-Surface des marais maritimes	ha	0.0	0.0
AUBE	10	OC30422-Surface des marais salants	ha	0.0	0.0
AUBE	10	OC30423-Surface des zones intertidales	ha	0.0	0.0
AUBE	10	OC305111-Surface des cours et voies d'eau	ha	154.0	154.0
AUBE	10	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
AUBE	10	OC30512-Surface des plans d'eau	ha	6130.0	6201.0
AUBE	10	OC30521-Surface des lagunes littorales	ha	0.0	0.0
AUBE	10	OC30522-Surface des estuaires	ha	0.0	0.0
AUBE	10	OC30523-Surface des mers et océans	ha	0.0	0.0
AUBE	10	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
AUBE	10	OC30Total de la surface des territoires artificialisés	ha	24325.0	25222.0
AUBE	10	OC30Total de la surface des territoires agricoles	ha	417313.0	416413.0
AUBE	10	OC30Total de la surface des forêts et milieux semi-naturels	ha	154050.0	153983.0
AUBE	10	OC30Total de la surface des zones humides	ha	237.0	237.0
AUBE	10	OC30Total de la surface en eau	ha	6284.0	6355.0
AUBE	10	OC30Surface totale	ha	602210.0	602210.0
AUDE	11	OC30111-Surface du tissu urbain continu	ha	307.0	307.0
AUDE	11	OC30112-Surface du tissu urbain discontinu	ha	13029.0	13511.0
AUDE	11	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	1987.0	2129.0
AUDE	11	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	157.0	157.0
AUDE	11	OC30123-Surface des zones portuaires	ha	165.0	165.0
AUDE	11	OC30124-Surface des aéroports	ha	241.0	241.0
AUDE	11	OC30131-Surface consacrée à l'extraction de matériaux	ha	1132.0	1213.0
AUDE	11	OC30132-Surface occupée par des décharges	ha	0.0	0.0
AUDE	11	OC30133-Surface des chantiers	ha	0.0	110.0
AUDE	11	OC30141-Surface des espaces verts urbains	ha	0.0	0.0
AUDE	11	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	689.0	689.0
AUDE	11	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	62320.0	62135.0
AUDE	11	OC302112-Surface des cannes à sucre	ha	0.0	0.0
AUDE	11	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
AUDE	11	OC30213-Surface des rizières	ha	0.0	0.0
AUDE	11	OC30221-Surface des vignobles	ha	121556.0	121310.0
AUDE	11	OC302221-Surface des vergers et petits fruits	ha	774.0	774.0
AUDE	11	OC302222-Surface des bananeraies	ha	0.0	0.0
AUDE	11	OC302223-Surface des palmeraies	ha	0.0	0.0
AUDE	11	OC302224-Surface des caféiers	ha	0.0	0.0
AUDE	11	OC30223-Surface des oliveraies	ha	0.0	0.0
AUDE	11	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	21160.0	21031.0
AUDE	11	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	270.0	270.0
AUDE	11	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	65611.0	65301.0
AUDE	11	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	29176.0	29193.0
AUDE	11	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
AUDE	11	OC303111-Surface des forêts de feuillus	ha	96861.0	96942.0
AUDE	11	OC303111-Surface des mangroves	ha	0.0	0.0
AUDE	11	OC30312-Surface des forêts de conifères	ha	50904.0	50775.0
AUDE	11	OC30313-Surface des forêts mélangées	ha	33456.0	33489.0
AUDE	11	OC30321-Surface des pelouses et pâturages naturels	ha	16347.0	16341.0
AUDE	11	OC30322-Surface des landes et broussailles	ha	5042.0	5042.0
AUDE	11	OC30323-Surface de la végétation sclérophylle	ha	63455.0	63360.0
AUDE	11	OC30324-Surface des forêts et végétations arbustives en mutation	ha	34365.0	34478.0
AUDE	11	OC30331-Surface des plages, dunes, sables	ha	896.0	896.0
AUDE	11	OC30332-Surface des roches nues	ha	128.0	128.0
AUDE	11	OC30333-Surface de végétation clairsemée	ha	1050.0	1061.0
AUDE	11	OC30334-Surface des zones incendiées	ha	77.0	0.0
AUDE	11	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
AUDE	11	OC30411-Surface des marais intérieurs	ha	44.0	44.0
AUDE	11	OC30412-Surface des tourbières	ha	0.0	0.0
AUDE	11	OC30421-Surface des marais maritimes	ha	3363.0	3363.0
AUDE	11	OC30422-Surface des marais salants	ha	1407.0	1407.0
AUDE	11	OC30423-Surface des zones intertidales	ha	0.0	0.0
AUDE	11	OC305111-Surface des cours et voies d'eau	ha	34.0	34.0
AUDE	11	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
AUDE	11	OC30512-Surface des plans d'eau	ha	666.0	772.0
AUDE	11	OC30521-Surface des lagunes littorales	ha	8750.0	8750.0
AUDE	11	OC30522-Surface des estuaires	ha	0.0	0.0
AUDE	11	OC30523-Surface des mers et océans	ha	59.0	59.0
AUDE	11	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
AUDE	11	OC30Total de la surface des territoires artificialisés	ha	17708.0	18524.0
AUDE	11	OC30Total de la surface des territoires agricoles	ha	300866.0	300014.0
AUDE	11	OC30Total de la surface des forêts et milieux semi-naturels	ha	302582.0	302513.0
AUDE	11	OC30Total de la surface des zones humides	ha	4813.0	4813.0
AUDE	11	OC30Total de la surface en eau	ha	9510.0	9616.0
AUDE	11	OC30Surface totale	ha	635480.0	635480.0
AVEYRON	12	OC30111-Surface du tissu urbain continu	ha	250.0	250.0
AVEYRON	12	OC30112-Surface du tissu urbain discontinu	ha	10500.0	10847.0
AVEYRON	12	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	1678.0	1831.0
AVEYRON	12	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	320.0	320.0
AVEYRON	12	OC30123-Surface des zones portuaires	ha	0.0	0.0
AVEYRON	12	OC30124-Surface des aéroports	ha	94.0	94.0
AVEYRON	12	OC30131-Surface consacrée à l'extraction de matériaux	ha	640.0	503.0
AVEYRON	12	OC30132-Surface occupée par des décharges	ha	0.0	0.0
AVEYRON	12	OC30133-Surface des chantiers	ha	31.0	0.0
AVEYRON	12	OC30141-Surface des espaces verts urbains	ha	0.0	0.0
AVEYRON	12	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	335.0	363.0
AVEYRON	12	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	75025.0	75018.0
AVEYRON	12	OC302112-Surface des cannes à sucre	ha	0.0	0.0
AVEYRON	12	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
AVEYRON	12	OC30213-Surface des rizières	ha	0.0	0.0
AVEYRON	12	OC30221-Surface des vignobles	ha	0.0	0.0
AVEYRON	12	OC302221-Surface des vergers et petits fruits	ha	458.0	458.0
AVEYRON	12	OC302222-Surface des bananeraies	ha	0.0	0.0
AVEYRON	12	OC302223-Surface des palmeraies	ha	0.0	0.0
AVEYRON	12	OC302224-Surface des caféiers	ha	0.0	0.0
AVEYRON	12	OC30223-Surface des oliveraies	ha	0.0	0.0
AVEYRON	12	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	191864.0	191720.0
AVEYRON	12	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
AVEYRON	12	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	217549.0	217256.0
AVEYRON	12	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	39369.0	39349.0
AVEYRON	12	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
AVEYRON	12	OC303111-Surface des forêts de feuillus	ha	208292.0	208271.0
AVEYRON	12	OC303111-Surface des mangroves	ha	0.0	0.0
AVEYRON	12	OC30312-Surface des forêts de conifères	ha	28664.0	28755.0
AVEYRON	12	OC30313-Surface des forêts mélangées	ha	22456.0	22477.0
AVEYRON	12	OC30321-Surface des pelouses et pâturages naturels	ha	45369.0	45333.0
AVEYRON	12	OC30322-Surface des landes et broussailles	ha	9109.0	9109.0
AVEYRON	12	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
AVEYRON	12	OC30324-Surface des forêts et végétations arbustives en mutation	ha	21027.0	21078.0
AVEYRON	12	OC30331-Surface des plages, dunes, sables	ha	0.0	0.0
AVEYRON	12	OC30332-Surface des roches nues	ha	0.0	0.0
AVEYRON	12	OC30333-Surface de végétation clairsemée	ha	231.0	231.0
AVEYRON	12	OC30334-Surface des zones incendiées	ha	0.0	0.0
AVEYRON	12	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
AVEYRON	12	OC30411-Surface des marais intérieurs	ha	0.0	0.0
AVEYRON	12	OC30412-Surface des tourbières	ha	122.0	122.0
AVEYRON	12	OC30421-Surface des marais maritimes	ha	0.0	0.0
AVEYRON	12	OC30422-Surface des marais salants	ha	0.0	0.0
AVEYRON	12	OC30423-Surface des zones intertidales	ha	0.0	0.0
AVEYRON	12	OC305111-Surface des cours et voies d'eau	ha	448.0	448.0
AVEYRON	12	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
AVEYRON	12	OC30512-Surface des plans d'eau	ha	3179.0	3179.0
AVEYRON	12	OC30521-Surface des lagunes littorales	ha	0.0	0.0
AVEYRON	12	OC30522-Surface des estuaires	ha	0.0	0.0
AVEYRON	12	OC30523-Surface des mers et océans	ha	0.0	0.0
AVEYRON	12	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
AVEYRON	12	OC30Total de la surface des territoires artificialisés	ha	13848.0	14207.0
AVEYRON	12	OC30Total de la surface des territoires agricoles	ha	524265.0	523801.0
AVEYRON	12	OC30Total de la surface des forêts et milieux semi-naturels	ha	335149.0	335254.0
