vehicle,unit,geo\time	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
TOT_X_TM,NR,CH02	: 	: 	: 	: 	: 	: 	: 	: 	957305 	939044 	928717 	915276 	896234 	877803 	858648 	840527 	821462 	805988 	793436 	790131 	772425 	768962 	768985 	761826 	742639 
TOT_X_TM,NR,CH03	: 	: 	: 	: 	: 	: 	: 	: 	563736 	558094 	550223 	542607 	532584 	522841 	511073 	500366 	488178 	478702 	471728 	464967 	457034 	441345 	438050 	435275 	426532 
TOT_X_TM,NR,CH04	: 	: 	: 	: 	: 	: 	: 	: 	716527 	707393 	688022 	674484 	668366 	656589 	639842 	625658 	611969 	599556 	594121 	585174 	572845 	565894 	567095 	564040 	556938 
TOT_X_TM,NR,CH05	: 	: 	: 	: 	: 	: 	: 	: 	596345 	587022 	580674 	570950 	560890 	548396 	536314 	525580 	513066 	504936 	495923 	491847 	481036 	469044 	463115 	456125 	442942 
TOT_X_TM,NR,CH06	: 	: 	: 	: 	: 	: 	: 	: 	398677 	397996 	391367 	383546 	377586 	368668 	357716 	348515 	337625 	330467 	319719 	317108 	309965 	302801 	296989 	292352 	282883 
TOT_X_TM,NR,CH07	: 	: 	: 	: 	: 	: 	: 	: 	214212 	212227 	209472 	206442 	205830 	203326 	199298 	195629 	191770 	188231 	185826 	183129 	179165 	175274 	172565 	168206 	163934 
TOT_X_TM,NR,CY	588521 	590800 	596900 	595200 	591200 	592500 	573100 	535800 	495600 	480200 	459800 	428800 	411100 	403500 	387500 	373200 	363400 	345500 	336100 	325800 	309600 	298300 	289400 	276300 	256900 
TOT_X_TM,NR,CY0	588521 	590800 	596900 	595200 	591200 	592500 	573100 	535800 	495600 	480200 	459800 	428800 	411100 	403500 	387500 	373200 	363400 	345500 	336100 	325800 	309600 	298300 	289400 	276300 	256900 
TOT_X_TM,NR,CY00	588521 	590800 	596900 	595200 	591200 	592500 	573100 	535800 	495600 	480200 	459800 	428800 	411100 	403500 	387500 	373200 	363400 	345500 	336100 	325800 	309600 	298300 	289400 	276300 	256900 
TOT_X_TM,NR,CZ	5501263 	5382000 	5363900 	5235000 	5151000 	5096000 	5094800 	4901600 	4668000 	4469000 	4287000 	4151000 	4081600 	3936500 	3826300 	3826600 	3878900 	3767600 	3548300 	3380500 	3247100 	3146500 	: 	: 	: 
TOT_X_TM,NR,CZ0	5501263 	5382000 	5363900 	5235000 	5151000 	5096000 	5094800 	4901600 	4668000 	4469000 	4287000 	4151000 	4081600 	3936500 	3826300 	3826600 	3878900 	3767600 	3548300 	3380500 	3247100 	3146500 	: 	: 	: 
TOT_X_TM,NR,CZ01	842526 	821000 	814900 	793000 	779000 	769000 	769600 	745000 	713000 	689000 	657000 	640100 	623400 	609400 	592700 	589900 	595800 	585400 	554700 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,CZ02	719957 	704000 	700000 	677000 	663000 	651000 	646200 	615900 	585000 	557000 	533000 	511900 	500500 	477600 	460300 	461000 	461400 	448100 	417600 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,CZ03	681307 	667000 	664300 	646000 	636000 	631000 	633600 	611600 	584000 	560000 	540000 	523900 	519800 	500600 	487200 	490200 	496000 	482600 	457200 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,CZ04	547830 	538000 	537000 	530000 	526000 	524000 	530400 	511400 	485000 	461000 	441000 	426500 	413300 	401300 	391600 	394200 	403500 	391100 	369700 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,CZ05	770159 	754000 	753900 	739000 	729000 	722000 	725400 	700400 	668000 	641000 	616000 	596800 	588800 	567200 	551800 	550800 	558600 	539900 	508300 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,CZ06	842591 	821000 	819000 	798000 	784000 	775000 	770100 	740000 	703000 	674000 	646000 	625900 	614400 	595500 	577800 	574300 	584600 	569500 	535800 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,CZ07	561411 	550000 	548100 	536000 	526000 	520000 	516500 	495300 	471000 	452000 	431000 	416700 	406000 	393800 	383400 	382400 	387700 	374100 	351200 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,CZ08	535482 	528000 	527100 	516000 	508000 	504000 	503000 	482000 	456000 	439000 	422000 	409100 	415500 	391500 	381300 	383500 	391200 	377000 	353600 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,DE	48911873 	48408000 	47827100 	47074300 	46421800 	45944100 	45764000 b	51542300 	51007400 b	50691600 	50337200 	49999000 	49748600 	49076900 	48023800 	47431700 	46660700 	46302000 	45868000 	45218100 	44461000 	35334000 	: 	: 	38605000 
TOT_X_TM,NR,DE1	6779153 	6688000 	6585500 	6468000 	6382000 	6320700 	6281100 b	7047400 	6951200 b	6896100 	6828900 	6780600 	6727200 	6607100 	6461400 	6355500 	6240200 	6096800 	6134000 	6053600 	5983000 	5676000 	5560000 	5425000 	5291000 
TOT_X_TM,NR,DE11	2556739 	2522100 	2481300 	2436300 	2409900 	2390100 	2372000 b	2661300 	2640900 b	2628800 	2602500 	2590000 	2568700 	2520000 	2461400 	2412400 	2361200 	2251100 	2319000 	2289300 	2255000 	: 	: 	: 	: 
TOT_X_TM,NR,DE12	1647383 	1626400 	1603300 	1576100 	1554400 	1539400 	1534600 b	1735800 	1699000 b	1686000 	1672800 	1661500 	1649700 	1620800 	1585300 	1561600 	1540300 	1529700 	1522000 	1506600 	1490000 	: 	: 	: 	: 
TOT_X_TM,NR,DE13	1378210 	1360300 	1338700 	1314600 	1294000 	1277900 	1271300 b	1422600 	1404400 b	1388800 	1374900 	1362100 	1350000 	1325400 	1297000 	1278400 	1259600 	1247700 	1236000 	1213600 	1208000 	: 	: 	: 	: 
TOT_X_TM,NR,DE14	1196821 	1179400 	1162100 	1141000 	1123800 	1113200 	1103100 b	1227700 	1206900 b	1192500 	1178800 	1167300 	1158800 	1140700 	1117300 	1100400 	1079100 	1068400 	1057000 	1044100 	1030000 	: 	: 	: 	: 
TOT_X_TM,NR,DE2	8403894 	8288700 	8166900 	7989300 	7876400 	7770600 	7703500 b	8704600 	8562700 b	8425700 	8316800 	8230400 	8168700 	8038200 	7865400 	7782700 	7599700 	7506900 	7391000 	7295800 	7186000 	6616000 	6467000 	6290000 	6106000 
TOT_X_TM,NR,DE21	2828668 	2781700 	2733800 	2652600 	2627800 	2599000 	2576100 b	2949800 	2888100 b	2806800 	2751500 	2722700 	2698300 	2658800 	2600900 	2595700 	2518000 	2481900 	2425000 	2386700 	2353000 	: 	: 	: 	: 
TOT_X_TM,NR,DE22	870224 	857500 	845000 	830100 	815500 	801400 	792200 b	898600 	882000 b	870900 	860400 	846300 	837000 	820600 	802500 	790500 	773400 	763800 	751000 	742600 	728000 	: 	: 	: 	: 
TOT_X_TM,NR,DE23	773302 	766300 	761600 	747900 	733200 	720300 	706500 b	798200 	783900 b	774500 	767800 	756400 	750100 	738100 	721500 	710600 	693800 	681200 	671000 	663700 	653000 	: 	: 	: 	: 
TOT_X_TM,NR,DE24	738866 	732500 	723500 	712000 	702600 	694000 	691000 b	779000 	770200 b	763600 	757200 	751900 	750700 	742800 	729000 	721900 	707300 	700700 	693000 	684500 	671000 	: 	: 	: 	: 
TOT_X_TM,NR,DE25	1076980 	1064500 	1049600 	1032800 	1018600 	1006400 	1005800 b	1119000 	1107500 b	1099900 	1093600 	1088200 	1084400 	1065100 	1042400 	1023400 	1005500 	998300 	988000 	978000 	967000 	: 	: 	: 	: 
TOT_X_TM,NR,DE26	901457 	892400 	881000 	865700 	851600 	839900 	834200 b	928600 	916100 b	907700 	897100 	888100 	883300 	869600 	851700 	840100 	825600 	815600 	806000 	793900 	781000 	: 	: 	: 	: 
TOT_X_TM,NR,DE27	1214397 	1193700 	1172100 	1148300 	1127200 	1109600 	1098000 b	1232000 	1214800 b	1202400 	1189400 	1176900 	1165000 	1143300 	1117700 	1100300 	1076500 	1065400 	1057000 	1046400 	1033000 	: 	: 	: 	: 
TOT_X_TM,NR,DE3	1252234 	1246000 	1229900 	1209600 	1193700 	1176500 	1181300 b	1325700 	1322100 b	1326100 	1335300 	1347100 	1351500 	1340000 	1312500 	1306700 	1303600 	1310900 	1325000 	1337200 	1339000 	903000 	878000 	: 	1204000 
TOT_X_TM,NR,DE30	1252234 	1246000 	1229900 	1209600 	1193700 	1176500 	1181300 b	1325700 	1322100 b	1326100 	1335300 	1347100 	1351500 	1340000 	1312500 	1306700 	1303600 	1310900 	1325000 	1337200 	1339000 	903000 	878000 	: 	1204000 
TOT_X_TM,NR,DE4	1519390 	1509200 	1500200 	1484900 	1469900 	1453400 	1447100 b	1639700 	1624500 b	1607000 	1584000 	1571600 	1562300 	1543900 	1511300 	1483000 	1448000 	1418700 	1387000 	1346000 	1298000 	: 	: 	: 	985000 
TOT_X_TM,NR,DE40	1519390 	1509200 	1500200 	1484900 	1469900 	1453400 	1447100 b	1639700 	1624500 b	1607000 	1584000 	1571600 	1562300 	1543900 	1511300 	1483000 	1448000 	1418700 	1387000 	1346000 	1298000 	: 	: 	: 	985000 
TOT_X_TM,NR,DE5	297840 	294800 	291200 	286100 	282000 	280400 	279700 b	314900 	316400 b	318600 	318800 	319900 	321900 	318200 	312600 	311500 	313600 	315200 	313000 	314900 	314000 	312000 	308000 	304000 	301000 
TOT_X_TM,NR,DE50	297840 	294800 	291200 	286100 	282000 	280400 	279700 b	314900 	316400 b	318600 	318800 	319900 	321900 	318200 	312600 	311500 	313600 	315200 	313000 	314900 	314000 	312000 	308000 	304000 	301000 
TOT_X_TM,NR,DE6	804566 	799700 	792000 	785900 	775000 	771600 	772600 b	906500 	911000 b	913000 	913100 	901200 	905400 	899700 	862600 	816700 	777400 	777400 	775000 	776900 	775000 	771000 	760000 	741000 	732000 
TOT_X_TM,NR,DE60	804566 	799700 	792000 	785900 	775000 	771600 	772600 b	906500 	911000 b	913000 	913100 	901200 	905400 	899700 	862600 	816700 	777400 	777400 	775000 	776900 	775000 	771000 	760000 	741000 	732000 
TOT_X_TM,NR,DE7	3792026 	3760500 	3716300 	3660600 	3609500 	3571700 	3574800 b	3961400 	3958400 b	3942100 	3927300 	3909800 	3879500 	3823600 	3744600 	3722700 	3659100 	3623100 	3583000 	3542000 	3496000 	3370000 	3303000 	3236000 	3177000 
TOT_X_TM,NR,DE71	2342593 	2323000 	2293700 	2258000 	2224700 	2201800 	2205400 b	2422800 	2434800 b	2425200 	2420600 	2412000 	2392800 	2356500 	2302500 	2292300 	2246800 	2220700 	2194000 	2166700 	2138000 	: 	: 	: 	: 
TOT_X_TM,NR,DE72	665610 	659500 	652300 	642500 	634100 	626700 	625000 b	703300 	695800 b	690700 	684100 	679000 	674800 	664700 	652100 	647400 	638300 	634900 	629000 	622200 	614000 	: 	: 	: 	: 
TOT_X_TM,NR,DE73	783823 	776900 	770300 	760100 	750500 	743300 	744500 b	835500 	828000 b	826200 	822600 	818900 	812100 	802500 	789800 	782800 	773900 	767500 	760000 	753100 	744000 	: 	: 	: 	: 
TOT_X_TM,NR,DE8	934058 	931300 	928100 	920600 	911700 	901500 	898200 b	1026100 	1016400 b	1009900 	1005100 	1006500 	1006400 	998600 	976500 	964300 	948200 	935600 	896000 	890100 	860000 	: 	: 	: 	676000 
TOT_X_TM,NR,DE80	934058 	931300 	928100 	920600 	911700 	901500 	898200 b	1026100 	1016400 b	1009900 	1005100 	1006500 	1006400 	998600 	976500 	964300 	948200 	935600 	896000 	890100 	860000 	: 	: 	: 	676000 
TOT_X_TM,NR,DE9	4903626 	4833200 	4759400 	4667700 	4592300 	4535000 	4519300 b	5094100 	5043200 b	5022100 	5002800 	4959900 	4941500 	4902000 	4784400 	4737700 	4685900 	4592100 	4521000 	4458100 	4375000 	4128000 	4021000 	3929000 	3829000 
TOT_X_TM,NR,DE91	1017504 	997700 	978900 	955900 	941900 	934100 	931700 b	1069200 	1061100 b	1051300 	1052800 	1029900 	1018300 	1007000 	985800 	983200 	970000 	960500 	951000 	942200 	926000 	: 	: 	: 	: 
TOT_X_TM,NR,DE92	1223032 	1210000 	1195400 	1178600 	1165500 	1154500 	1155300 b	1304100 	1292100 b	1294500 	1294000 	1300900 	1316200 	1328500 	1289500 	1282600 	1287400 	1233800 	1209000 	1194000 	1174000 	: 	: 	: 	: 
TOT_X_TM,NR,DE93	1108152 	1093600 	1079000 	1058800 	1041200 	1027500 	1024300 b	1151000 	1141100 b	1138700 	1131000 	1119200 	1110900 	1094900 	1070600 	1052300 	1031600 	1017400 	1000000 	981600 	961000 	: 	: 	: 	: 
TOT_X_TM,NR,DE94	1554938 	1531800 	1506200 	1474300 	1443700 	1418800 	1408100 b	1569900 	1548700 b	1537700 	1524800 	1509900 	1496000 	1471300 	1438300 	1419600 	1396900 	1380400 	1361000 	1340300 	1314000 	: 	: 	: 	: 
TOT_X_TM,NR,DEA	10180981 	10075100 	9947500 	9799800 	9655700 	9564000 	9544300 b	10733400 	10619700 b	10607700 	10538400 	10456700 	10399800 	10211900 	9998400 	9894300 	9785300 	9727900 	9691000 	9536200 	9414000 	9184000 	9011000 	8818000 	8659000 
TOT_X_TM,NR,DEA1	2845167 	2819300 	2786300 	2743200 	2710100 	2687700 	2683700 b	3010000 	2990500 b	2981000 	2969100 	2966000 	2965800 	2923800 	2864200 	2836100 	2813800 	2808300 	2844000 	2762400 	2733000 	: 	: 	: 	: 
TOT_X_TM,NR,DEA2	2520827 	2486500 	2444500 	2407700 	2349100 	2317200 	2309100 b	2651400 	2605600 b	2631500 	2613600 	2567000 	2525800 	2444400 	2384300 	2358100 	2327800 	2308500 	2283000 	2263000 	2233000 	: 	: 	: 	: 
TOT_X_TM,NR,DEA3	1494568 	1477600 	1458000 	1433000 	1417400 	1400200 	1395200 b	1577100 	1552800 b	1537200 	1517100 	1498000 	1490800 	1465500 	1434200 	1418900 	1400600 	1388800 	1370000 	1354600 	1335000 	: 	: 	: 	: 
TOT_X_TM,NR,DEA4	1259669 	1245900 	1229200 	1210300 	1193000 	1181700 	1178500 b	1315500 	1304500 b	1299600 	1290400 	1284000 	1280100 	1263000 	1241700 	1227100 	1211400 	1201800 	1189000 	1173700 	1153000 	: 	: 	: 	: 
TOT_X_TM,NR,DEA5	2060750 	2046000 	2029400 	2005800 	1986000 	1977600 	1977800 b	2179400 	2166300 b	2158400 	2148500 	2141700 	2137300 	2115100 	2075800 	2054200 	2031900 	2020600 	2005000 	1982500 	1960000 	: 	: 	: 	: 
TOT_X_TM,NR,DEB	2631487 	2604400 	2571600 	2530900 	2493100 	2459900 	2450800 b	2746700 	2709100 b	2690500 	2679300 	2674000 	2655900 	2619500 	2562200 	2503000 	2460000 	2438300 	2405000 	2374400 	2336000 	2192000 	2140000 	2107000 	2066000 
TOT_X_TM,NR,DEB1	997697 	987500 	974800 	959100 	945300 	932800 	929500 b	1044600 	1032500 b	1025100 	1016900 	1005100 	993800 	977000 	957300 	943400 	929500 	919400 	907000 	892900 	876000 	: 	: 	: 	: 
TOT_X_TM,NR,DEB2	357917 	353500 	348600 	342700 	336900 	331500 	329100 b	368300 	362300 b	358100 	354800 	351200 	347800 	342000 	334800 	330600 	327000 	324000 	316000 	313600 	309000 	: 	: 	: 	: 
TOT_X_TM,NR,DEB3	1275873 	1263500 	1248200 	1229000 	1210900 	1195500 	1192200 b	1333700 	1314400 b	1307200 	1307400 	1317600 	1314200 	1300500 	1270000 	1228900 	1203500 	1195000 	1182000 	1167900 	1151000 	: 	: 	: 	: 
TOT_X_TM,NR,DEC	655995 	652000 	646300 	637600 	631700 	624000 	622500 b	704800 	698100 b	693600 	692400 	690800 	687800 	676000 	659300 	652800 	643600 	640000 	629000 	625600 	615000 	604000 	595000 	588000 	580000 
TOT_X_TM,NR,DEC0	655995 	652000 	646300 	637600 	631700 	624000 	622500 b	704800 	698100 b	693600 	692400 	690800 	687800 	676000 	659300 	652800 	643600 	640000 	629000 	625600 	615000 	604000 	595000 	588000 	580000 
TOT_X_TM,NR,DED	2334366 	2327800 	2322200 	2307300 	2292100 	2275500 	2274500 b	2582100 	2559500 b	2548400 	2535300 	2515200 	2512600 	2507800 	2467200 	2453800 	2408600 	2392400 	2372000 	2320100 	2239000 	: 	: 	: 	1671000 
TOT_X_TM,NR,DED2	899535 	895900 	893400 	886500 	880300 	872800 	872200 b	994400 	986200 b	979000 	973300 	966400 	965400 	964400 	947800 	944100 	924200 	918600 	: 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,DED4	916996 	918500 	919600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,DED5	517835 	513200 	509400 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,DEE	1333392 	1332600 	1331900 	1325900 	1318100 	1311400 	1313200 b	1479700 	1469900 b	1467200 	1461200 	1456600 	1459100 	1457500 	1432900 	1423400 	1402800 	1389800 	1365000 	1346200 	1305000 	: 	: 	: 	960000 
TOT_X_TM,NR,DEE0	1333392 	1332600 	1331900 	1325900 	1318100 	1311400 	1313200 b	1479700 	1469900 b	1467100 	1461200 	1456700 	1459100 	1457500 	1432900 	1423300 	1403000 	1389800 	1365000 	1346200 	1305000 	: 	: 	: 	960000 
TOT_X_TM,NR,DEF	1722145 	1702200 	1681100 	1653200 	1625700 	1602900 	1595600 b	1802100 	1785900 b	1771800 	1754800 	1741200 	1733800 	1706600 	1670400 	1647200 	1626300 	1612200 	1589000 	1565900 	1537000 	1456000 	1417000 	1384000 	1361000 
TOT_X_TM,NR,DEF0	1722145 	1702200 	1681100 	1653200 	1625700 	1602900 	1595600 b	1802100 	1785900 b	1771800 	1754800 	1741200 	1733800 	1706600 	1670400 	1647200 	1626300 	1612200 	1589000 	1565900 	1537000 	1456000 	1417000 	1384000 	1361000 
TOT_X_TM,NR,DEG	1323241 	1321000 	1317000 	1307800 	1298200 	1288500 	1287100 b	1460200 	1445900 b	1438900 	1431600 	1394600 	1423000 	1415100 	1391400 	1377900 	1352800 	1339800 	1324000 	1303800 	1269000 	: 	: 	: 	907000 
TOT_X_TM,NR,DEG0	1323241 	1321000 	1317000 	1307800 	1298200 	1288500 	1287100 b	1460200 	1445900 b	1438900 	1431600 	1394600 	1423000 	1415100 	1391400 	1377900 	1352800 	1339800 	1324000 	1303800 	1269000 	: 	: 	: 	907000 
TOT_X_TM,NR,DK	2784230 	2737119 	2711904 	2682412 	2664679 	2644041 	2646301 	2620858 	2544676 	2449896 	2367400 	2322900 	2305400 	2280200 	2254300 	2231800 	2189800 	2144100 	2093800 	2027600 	1947900 	1944100 	1920700 	1909300 	1892700 
TOT_X_TM,NR,DK0	2784230 	2737119 	2711904 	2682412 	2664679 	2644041 	2646301 	2620858 	2544676 	2449896 	2367400 	2322900 	2305400 	2280200 	2254300 	2231800 	2189800 	2144100 	2093800 	2027600 	1947900 	1944100 	1920700 	1909300 	1892700 
TOT_X_TM,NR,DK01	776180 	752553 	741087 	731055 	731382 	733305 	740597 	739235 	718099 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,DK02	418822 	413390 	410248 	408527 	408387 	407142 	410469 	407021 	395394 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,DK03	621171 	612617 	604291 	594915 	590346 	586268 	582862 	575080 	559373 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,DK04	662291 	652946 	644687 	635513 	623446 	613083 	607549 	601089 	581606 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,DK05	299066 	296907 	298641 	298458 	295499 	289631 	288022 	284646 	277172 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,EE	: 	727000 	695510 	663562 	639144 	631881 	640491 	609357 	: 	: 	: 	: 	486185 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,EE0	: 	727000 	695510 	663562 	639144 	631881 	640491 	609357 	: 	: 	: 	: 	486185 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,EE00	: 	727000 	695510 	663562 	639144 	631881 	640491 	609357 	: 	: 	: 	: 	486185 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,EL	6455865 e	6467193 e	6513803 e	6552374 e	6563318 e	6462082 e	6341024 e	6081946 e	5790212 e	5516810 e	5259800 e	3877747 e	3684019 e	3461022 e	: 	2964928 e	3689747 e	3477900 e	3279600 e	3113600 e	2946600 e	2807400 e	2649600 e	2592400 e	2523300 e
TOT_X_TM,NR,EL3	3058870 e	3043859 e	3051569 e	3059363 e	3054968 e	3011310 e	2942695 e	2817728 e	2674497 e	2537556 e	2412850 e	2034531 e	1931580 e	1819375 e	: 	1566779 e	1657444 e	1559300 e	1471100 e	1392000 e	1312200 e	1258300 e	1187000 e	1155800 e	1151800 e
TOT_X_TM,NR,EL30	3058870 e	3043859 e	3051569 e	3059363 e	3054968 e	3011310 e	2942695 e	2817728 e	2674497 e	2537556 e	2412850 e	2034531 e	1931580 e	1819375 e	: 	1566779 e	1657444 e	1559300 e	1471100 e	1392000 e	1312200 e	1258300 e	1187000 e	1155800 e	1151800 e
TOT_X_TM,NR,EL4	626956 e	624338 e	624704 e	625291 e	624836 e	617298 e	608547 e	583917 e	555130 e	528905 e	503735 e	321195 e	304610 e	283966 e	: 	237723 e	351126 e	328900 e	307800 e	292600 e	275000 e	256100 e	236600 e	230800 e	220700 e
TOT_X_TM,NR,EL41	90204 e	90460 e	91428 e	92306 e	93308 e	92106 e	90954 e	88235 e	85115 e	82037 e	78873 e	49970 e	47825 e	45172 e	: 	38814 e	58327 e	54700 e	51700 e	49100 e	46500 e	43900 e	41100 e	40200 e	38700 e
TOT_X_TM,NR,EL42	149705 e	148266 e	147365 e	146659 e	145314 e	144794 e	142814 e	136299 e	129144 e	122342 e	116834 e	81756 e	77663 e	72143 e	: 	59752 e	78613 e	73600 e	69400 e	67200 e	63300 e	56700 e	50300 e	49600 e	45900 e
TOT_X_TM,NR,EL43	387047 e	385612 e	385911 e	386326 e	386214 e	380398 e	374779 e	359383 e	340871 e	324526 e	308028 e	189469 e	179122 e	166651 e	: 	139157 e	214186 e	200500 e	186800 e	176300 e	165200 e	155500 e	145300 e	141100 e	136000 e
TOT_X_TM,NR,EL5	1564457 e	1577280 e	1598459 e	1616170 e	1623812 e	1593847 e	1566480 e	1503472 e	1431988 e	1365341 e	1297796 e	898491 e	851947 e	797643 e	: 	683328 e	912724 e	859600 e	807700 e	765700 e	724700 e	690500 e	651800 e	640500 e	624900 e
TOT_X_TM,NR,EL51	283381 e	284737 e	286904 e	288825 e	289579 e	283413 e	276397 e	264131 e	252762 e	241774 e	230662 e	155340 e	148101 e	139393 e	: 	118710 e	162634 e	152000 e	141600 e	135200 e	128100 e	122100 e	115300 e	112200 e	109700 e
TOT_X_TM,NR,EL52	980459 e	989927 e	1005631 e	1018852 e	1023615 e	1007043 e	992491 e	955566 e	909592 e	867191 e	823476 e	583078 e	552816 e	517485 e	: 	446926 e	581040 e	548900 e	517800 e	490700 e	463800 e	441600 e	416000 e	409600 e	399300 e
TOT_X_TM,NR,EL53	140480 e	141833 e	143045 e	143836 e	144722 e	141475 e	138915 e	133076 e	127285 e	121558 e	115801 e	76815 e	72941 e	68421 e	: 	58578 e	83837 e	79200 e	74500 e	69900 e	66400 e	63500 e	60600 e	59900 e	58900 e
TOT_X_TM,NR,EL54	160137 e	160783 e	162879 e	164657 e	165896 e	161916 e	158677 e	150699 e	142349 e	134818 e	127857 e	83258 e	78089 e	72344 e	: 	59114 e	85213 e	79500 e	73800 e	69900 e	66400 e	63300 e	59900 e	58800 e	57000 e
TOT_X_TM,NR,EL6	1205582 e	1221716 e	1239071 e	1251550 e	1259702 e	1239627 e	1223302 e	1176829 e	1128597 e	1085008 e	1045419 e	623530 e	595782 e	560138 e	: 	476998 e	768553 e	730100 e	693000 e	663400 e	634900 e	602500 e	574000 e	564900 e	525900 e
TOT_X_TM,NR,EL61	344598 e	346468 e	349853 e	352186 e	353367 e	346383 e	340923 e	325572 e	312050 e	299887 e	287224 e	185878 e	176813 e	165106 e	: 	139821 e	202737 e	191400 e	180900 e	172100 e	163800 e	156900 e	148400 e	146600 e	143200 e
TOT_X_TM,NR,EL62	111244 e	110759 e	110989 e	111466 e	111257 e	110530 e	108807 e	104844 e	100294 e	95996 e	92986 e	64337 e	61159 e	56908 e	: 	46696 e	62339 e	58200 e	54200 e	51400 e	48500 e	45800 e	42700 e	41900 e	40900 e
TOT_X_TM,NR,EL63	290673 e	292969 e	296560 e	299355 e	302025 e	297040 e	294991 e	284813 e	273390 e	263255 e	255213 e	150655 e	144869 e	138313 e	: 	121532 e	200004 e	191800 e	183500 e	176800 e	170300 e	156800 e	151000 e	146800 e	117900 e
TOT_X_TM,NR,EL64	232944 e	234487 e	237797 e	240554 e	242009 e	239005 e	236105 e	226921 e	216680 e	207846 e	200585 e	111049 e	106229 e	99782 e	: 	84313 e	148848 e	141500 e	134400 e	129500 e	124000 e	119400 e	114000 e	111600 e	108600 e
TOT_X_TM,NR,EL65	226123 e	237033 e	243872 e	247989 e	251044 e	246669 e	242476 e	234679 e	226183 e	218024 e	209411 e	111611 e	106712 e	100029 e	: 	84636 e	154625 e	147200 e	140000 e	133600 e	128300 e	123600 e	117900 e	118000 e	115300 e
TOT_X_TM,NR,ES	27590727 e	27617800 	27943287 	28056300 	27966400 	27836000 	28051300 	27602100 	26200400 	25498059 	24489333 	23350354 	23267830 	22503950 	21600314 	20783184 	19749287 	18776977 	18066945 	17390018 	16786974 	16997475 	15972020 	15237000 	14517000 
TOT_X_TM,NR,ES1	2704352 e	2703900 	2731794 	2730700 	2714900 	2684800 	2711700 	2652300 	2536900 	2455276 	2375190 	2290251 	2241510 	2178407 	2102907 	2033795 	1950445 	1871757 	1816403 	1758458 	1709939 	1678192 	1633125 	1559000 	1487000 
TOT_X_TM,NR,ES11	1750228 e	1747500 	1764024 	1760800 	1750300 	1729500 	1759900 	1721100 	1648500 	1594623 	1543017 	1485602 	1456084 	1414841 	1364923 	1321163 	1265610 	1212666 	1174342 	1132384 	1096927 	1070499 	1037173 	986000 	936000 
TOT_X_TM,NR,ES12	600353 e	602800 	610418 	613300 	610600 	604900 	603700 	590800 	564100 	549235 	534433 	516509 	507772 	495238 	480352 	467127 	452491 	437924 	429432 	419713 	413120 	411837 	404171 	389000 	375000 
TOT_X_TM,NR,ES13	353771 e	353600 	357352 	356800 	353900 	350400 	347900 	340500 	324300 	311418 	298740 	287140 	277654 	268328 	257632 	245505 	232344 	221167 	212649 	206361 	199892 	196856 	191781 	185000 	176000 
TOT_X_TM,NR,ES2	2479441 e	2481600 	2511952 	2517500 	2518400 	2509000 	2514400 	2467400 	2351900 	2292415 	2222389 	2146053 	2143856 	2088963 	2025110 	1965379 	1879673 	1794990 	1737405 	1679910 	1628599 	1598146 	1563435 	1502000 	1440000 
TOT_X_TM,NR,ES21	1163379 e	1165900 	1180835 	1184200 	1179600 	1171200 	1165400 	1151600 	1105200 	1089816 	1065533 	1033948 	1040832 	1017682 	989820 	963485 	923654 	883666 	856861 	827535 	802216 	787761 	772142 	744000 	716000 
